1706603282.480517 server started (18736): version next-3.4, socket /tmp/tmux-1000/default, protocol 8
1706603282.480570 on Linux 6.6.3-411.asahi.fc39.aarch64+16k #1 SMP PREEMPT_DYNAMIC Tue Dec 19 10:21:20 UTC 2023
1706603282.480575 using libevent 2.1.12-stable poll
1706603282.480576 using ncurses 6.4 20230520
1706603282.481273 yylex_token: $
1706603282.481276 yylex_token: end at WS
1706603282.481277 yylex_token: command-prompt
1706603282.481278 yylex_token: end at WS
1706603282.481279 yylex_token: -I#S
1706603282.481281 yylex_token: end at WS
1706603282.481282 yylex_token: rename-session
1706603282.481283 yylex_token: end at WS
1706603282.481284 yylex_token: --
1706603282.481285 yylex_token: end at WS
1706603282.481287 yylex_token: %%
1706603282.481289 cmd_parse_build_commands 0:0: bind
1706603282.481291 cmd_parse_build_commands 0:1: -N
1706603282.481292 cmd_parse_build_commands 0:2: Rename current session
1706603282.481294 cmd_parse_build_commands 0:3: $
1706603282.481296 cmd_parse_build_commands 0:4 0:0: command-prompt
1706603282.481298 cmd_parse_build_commands 0:4 0:1: -I#S
1706603282.481299 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1706603282.481301 cmd_parse_build_commands 0:4 0:2 0:1: --
1706603282.481303 cmd_parse_build_commands 0:4 0:2 0:2: %%
1706603282.481305 cmd_parse_build_commands 0:0: command-prompt
1706603282.481306 cmd_parse_build_commands 0:1: -I#S
1706603282.481308 cmd_parse_build_commands 0:2 0:0: rename-session
1706603282.481310 cmd_parse_build_commands 0:2 0:1: --
1706603282.481312 cmd_parse_build_commands 0:2 0:2: %%
1706603282.481313 cmd_parse_build_commands 0:0: rename-session
1706603282.481314 cmd_parse_build_commands 0:1: --
1706603282.481316 cmd_parse_build_commands 0:2: %%
1706603282.481320 args_parse_flags: next --
1706603282.481321 args_parse: flags end at 2 of 3
1706603282.481323 args_parse: 2 = %% (type STRING)
1706603282.481326 cmd_parse_build_commands: rename-session "%%"
1706603282.481327 args_parse_flags: next -I#S
1706603282.481329 args_parse_flag_argument: -I = #S
1706603282.481331 args_parse: flags end at 2 of 3
1706603282.481333 args_parse: 2 = rename-session "%%" (type COMMANDS)
1706603282.481336 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1706603282.481338 args_parse_flags: next -N
1706603282.481340 args_parse_flag_argument: -N = Rename current session
1706603282.481341 args_parse_flags: next $
1706603282.481343 args_parse: flags end at 3 of 5
1706603282.481344 args_parse: 3 = $ (type STRING)
1706603282.481348 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1706603282.481353 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1706603282.481357 cmdq_get_command: [bind-key/0xaaab51e43e10] group 58
1706603282.481360 cmdq_append <global>: [bind-key/0xaaab51e43e10]
1706603282.481362 yylex_token: end at WS
1706603282.481363 yylex_token: bind
1706603282.481365 yylex_token: end at WS
1706603282.481366 yylex_token: -N
1706603282.481368 yylex_token: end at WS
1706603282.481369 yylex_token: Split window horizontally
1706603282.481371 yylex_get_word: %
1706603282.481373 yylex_token: end at WS
1706603282.481375 yylex_token: split-window
1706603282.481376 yylex_token: end at WS
1706603282.481377 yylex_token: -h
1706603282.481379 cmd_parse_build_commands 0:0: bind
1706603282.481381 cmd_parse_build_commands 0:1: -N
1706603282.481383 cmd_parse_build_commands 0:2: Split window horizontally
1706603282.481384 cmd_parse_build_commands 0:3: %
1706603282.481385 cmd_parse_build_commands 0:4 0:0: split-window
1706603282.481387 cmd_parse_build_commands 0:4 0:1: -h
1706603282.481389 cmd_parse_build_commands 0:0: split-window
1706603282.481391 cmd_parse_build_commands 0:1: -h
1706603282.481394 args_parse_flags: next -h
1706603282.481396 args_parse_flags: -h
1706603282.481397 args_parse: flags end at 2 of 2
1706603282.481399 cmd_parse_build_commands: split-window -h
1706603282.481401 args_parse_flags: next -N
1706603282.481403 args_parse_flag_argument: -N = Split window horizontally
1706603282.481404 args_parse_flags: next %
1706603282.481405 args_parse: flags end at 3 of 5
1706603282.481407 args_parse: 3 = % (type STRING)
1706603282.481409 args_parse: 4 = split-window -h (type COMMANDS)
1706603282.481413 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1706603282.481416 cmdq_get_command: [bind-key/0xaaab51e3c7e0] group 70
1706603282.481417 cmdq_append <global>: [bind-key/0xaaab51e3c7e0]
1706603282.481419 yylex_token: end at WS
1706603282.481420 yylex_token: bind
1706603282.481421 yylex_token: end at WS
1706603282.481423 yylex_token: -N
1706603282.481425 yylex_token: end at WS
1706603282.481426 yylex_token: Kill current window
1706603282.481427 yylex_token: end at WS
1706603282.481429 yylex_token: &
1706603282.481431 yylex_token: end at WS
1706603282.481432 yylex_token: confirm-before
1706603282.481434 yylex_token: end at WS
1706603282.481436 yylex_token: -pkill-window #W? (y/n)
1706603282.481438 yylex_token: end at WS
1706603282.481439 yylex_token: kill-window
1706603282.481441 cmd_parse_build_commands 0:0: bind
1706603282.481442 cmd_parse_build_commands 0:1: -N
1706603282.481444 cmd_parse_build_commands 0:2: Kill current window
1706603282.481446 cmd_parse_build_commands 0:3: &
1706603282.481447 cmd_parse_build_commands 0:4 0:0: confirm-before
1706603282.481456 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1706603282.481458 cmd_parse_build_commands 0:4 0:2: kill-window
1706603282.481460 cmd_parse_build_commands 0:0: confirm-before
1706603282.481461 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1706603282.481463 cmd_parse_build_commands 0:2: kill-window
1706603282.481468 args_parse_flags: next -pkill-window #W? (y/n)
1706603282.481470 args_parse_flag_argument: -p = kill-window #W? (y/n)
1706603282.481472 args_parse_flags: next kill-window
1706603282.481473 args_parse: flags end at 2 of 3
1706603282.481474 args_parse: 2 = kill-window (type STRING)
1706603282.481478 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1706603282.481479 args_parse_flags: next -N
1706603282.481481 args_parse_flag_argument: -N = Kill current window
1706603282.481482 args_parse_flags: next &
1706603282.481484 args_parse: flags end at 3 of 5
1706603282.481486 args_parse: 3 = & (type STRING)
1706603282.481489 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1706603282.481494 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1706603282.481497 cmdq_get_command: [bind-key/0xaaab51e44380] group 78
1706603282.481499 cmdq_append <global>: [bind-key/0xaaab51e44380]
1706603282.481503 yylex_token: end at WS
1706603282.481504 yylex_token: bind
1706603282.481506 yylex_token: end at WS
1706603282.481507 yylex_token: -N
1706603282.481510 yylex_token: end at WS
1706603282.481511 yylex_token: Prompt for window index to select
1706603282.481514 yylex_token: end at WS
1706603282.481515 yylex_token: '
1706603282.481516 yylex_token: end at WS
1706603282.481518 yylex_token: command-prompt
1706603282.481520 yylex_token: end at WS
1706603282.481521 yylex_token: -T
1706603282.481523 yylex_token: end at WS
1706603282.481524 yylex_token: window-target
1706603282.481526 yylex_token: end at WS
1706603282.481527 yylex_token: -pindex
1706603282.481529 yylex_token: end at WS
1706603282.481530 yylex_token: select-window
1706603282.481531 yylex_token: end at WS
1706603282.481533 yylex_token: -t
1706603282.481535 yylex_token: end at WS
1706603282.481536 yylex_token: :%%
1706603282.481538 cmd_parse_build_commands 0:0: bind
1706603282.481540 cmd_parse_build_commands 0:1: -N
1706603282.481542 cmd_parse_build_commands 0:2: Prompt for window index to select
1706603282.481543 cmd_parse_build_commands 0:3: '
1706603282.481545 cmd_parse_build_commands 0:4 0:0: command-prompt
1706603282.481547 cmd_parse_build_commands 0:4 0:1: -T
1706603282.481549 cmd_parse_build_commands 0:4 0:2: window-target
1706603282.481550 cmd_parse_build_commands 0:4 0:3: -pindex
1706603282.481552 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1706603282.481554 cmd_parse_build_commands 0:4 0:4 0:1: -t
1706603282.481556 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1706603282.481558 cmd_parse_build_commands 0:0: command-prompt
1706603282.481559 cmd_parse_build_commands 0:1: -T
1706603282.481561 cmd_parse_build_commands 0:2: window-target
1706603282.481563 cmd_parse_build_commands 0:3: -pindex
1706603282.481565 cmd_parse_build_commands 0:4 0:0: select-window
1706603282.481566 cmd_parse_build_commands 0:4 0:1: -t
1706603282.481568 cmd_parse_build_commands 0:4 0:2: :%%
1706603282.481570 cmd_parse_build_commands 0:0: select-window
1706603282.481572 cmd_parse_build_commands 0:1: -t
1706603282.481573 cmd_parse_build_commands 0:2: :%%
1706603282.481576 args_parse_flags: next -t
1706603282.481578 args_parse_flag_argument: -t = :%%
1706603282.481579 args_parse: flags end at 3 of 3
1706603282.481582 cmd_parse_build_commands: select-window -t ":%%"
1706603282.481584 args_parse_flags: next -T
1706603282.481585 args_parse_flag_argument: -T = window-target
1706603282.481586 args_parse_flags: next -pindex
1706603282.481588 args_parse_flag_argument: -p = index
1706603282.481590 args_parse: flags end at 4 of 5
1706603282.481594 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1706603282.481598 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1706603282.481600 args_parse_flags: next -N
1706603282.481601 args_parse_flag_argument: -N = Prompt for window index to select
1706603282.481603 args_parse_flags: next '
1706603282.481605 args_parse: flags end at 3 of 5
1706603282.481606 args_parse: 3 = ' (type STRING)
1706603282.481610 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1706603282.481617 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1706603282.481619 cmdq_get_command: [bind-key/0xaaab51e44bc0] group 86
1706603282.481620 cmdq_append <global>: [bind-key/0xaaab51e44bc0]
1706603282.481622 yylex_token: end at WS
1706603282.481624 yylex_token: bind
1706603282.481626 yylex_token: end at WS
1706603282.481627 yylex_token: -N
1706603282.481628 yylex_token: end at WS
1706603282.481630 yylex_token: Switch to previous client
1706603282.481632 yylex_token: end at WS
1706603282.481633 yylex_token: (
1706603282.481635 yylex_token: end at WS
1706603282.481636 yylex_token: switch-client
1706603282.481642 yylex_token: end at WS
1706603282.481644 yylex_token: -p
1706603282.481646 cmd_parse_build_commands 0:0: bind
1706603282.481647 cmd_parse_build_commands 0:1: -N
1706603282.481649 cmd_parse_build_commands 0:2: Switch to previous client
1706603282.481651 cmd_parse_build_commands 0:3: (
1706603282.481653 cmd_parse_build_commands 0:4 0:0: switch-client
1706603282.481654 cmd_parse_build_commands 0:4 0:1: -p
1706603282.481657 cmd_parse_build_commands 0:0: switch-client
1706603282.481658 cmd_parse_build_commands 0:1: -p
1706603282.481662 args_parse_flags: next -p
1706603282.481664 args_parse_flags: -p
1706603282.481665 args_parse: flags end at 2 of 2
1706603282.481667 cmd_parse_build_commands: switch-client -p
1706603282.481669 args_parse_flags: next -N
1706603282.481671 args_parse_flag_argument: -N = Switch to previous client
1706603282.481672 args_parse_flags: next (
1706603282.481673 args_parse: flags end at 3 of 5
1706603282.481675 args_parse: 3 = ( (type STRING)
1706603282.481678 args_parse: 4 = switch-client -p (type COMMANDS)
1706603282.481682 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1706603282.481685 cmdq_get_command: [bind-key/0xaaab51e44d30] group 98
1706603282.481686 cmdq_append <global>: [bind-key/0xaaab51e44d30]
1706603282.481688 yylex_token: end at WS
1706603282.481689 yylex_token: bind
1706603282.481691 yylex_token: end at WS
1706603282.481692 yylex_token: -N
1706603282.481694 yylex_token: end at WS
1706603282.481696 yylex_token: Switch to next client
1706603282.481697 yylex_token: end at WS
1706603282.481698 yylex_token: )
1706603282.481700 yylex_token: end at WS
1706603282.481702 yylex_token: switch-client
1706603282.481703 yylex_token: end at WS
1706603282.481704 yylex_token: -n
1706603282.481706 cmd_parse_build_commands 0:0: bind
1706603282.481707 cmd_parse_build_commands 0:1: -N
1706603282.481709 cmd_parse_build_commands 0:2: Switch to next client
1706603282.481711 cmd_parse_build_commands 0:3: )
1706603282.481712 cmd_parse_build_commands 0:4 0:0: switch-client
1706603282.481714 cmd_parse_build_commands 0:4 0:1: -n
1706603282.481716 cmd_parse_build_commands 0:0: switch-client
1706603282.481718 cmd_parse_build_commands 0:1: -n
1706603282.481721 args_parse_flags: next -n
1706603282.481723 args_parse_flags: -n
1706603282.481725 args_parse: flags end at 2 of 2
1706603282.481727 cmd_parse_build_commands: switch-client -n
1706603282.481728 args_parse_flags: next -N
1706603282.481730 args_parse_flag_argument: -N = Switch to next client
1706603282.481732 args_parse_flags: next )
1706603282.481733 args_parse: flags end at 3 of 5
1706603282.481735 args_parse: 3 = ) (type STRING)
1706603282.481736 args_parse: 4 = switch-client -n (type COMMANDS)
1706603282.481740 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1706603282.481743 cmdq_get_command: [bind-key/0xaaab51e44f60] group 106
1706603282.481745 cmdq_append <global>: [bind-key/0xaaab51e44f60]
1706603282.481747 yylex_token: end at WS
1706603282.481748 yylex_token: bind
1706603282.481749 yylex_token: end at WS
1706603282.481751 yylex_token: -N
1706603282.481753 yylex_token: end at WS
1706603282.481754 yylex_token: Rename current window
1706603282.481755 yylex_token: end at WS
1706603282.481757 yylex_token: ,
1706603282.481759 yylex_token: end at WS
1706603282.481761 yylex_token: command-prompt
1706603282.481762 yylex_token: end at WS
1706603282.481763 yylex_token: -I#W
1706603282.481765 yylex_token: end at WS
1706603282.481766 yylex_token: rename-window
1706603282.481768 yylex_token: end at WS
1706603282.481769 yylex_token: --
1706603282.481771 yylex_token: end at WS
1706603282.481772 yylex_token: %%
1706603282.481774 cmd_parse_build_commands 0:0: bind
1706603282.481776 cmd_parse_build_commands 0:1: -N
1706603282.481778 cmd_parse_build_commands 0:2: Rename current window
1706603282.481779 cmd_parse_build_commands 0:3: ,
1706603282.481781 cmd_parse_build_commands 0:4 0:0: command-prompt
1706603282.481783 cmd_parse_build_commands 0:4 0:1: -I#W
1706603282.481785 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1706603282.481786 cmd_parse_build_commands 0:4 0:2 0:1: --
1706603282.481788 cmd_parse_build_commands 0:4 0:2 0:2: %%
1706603282.481790 cmd_parse_build_commands 0:0: command-prompt
1706603282.481793 cmd_parse_build_commands 0:1: -I#W
1706603282.481795 cmd_parse_build_commands 0:2 0:0: rename-window
1706603282.481797 cmd_parse_build_commands 0:2 0:1: --
1706603282.481798 cmd_parse_build_commands 0:2 0:2: %%
1706603282.481800 cmd_parse_build_commands 0:0: rename-window
1706603282.481801 cmd_parse_build_commands 0:1: --
1706603282.481803 cmd_parse_build_commands 0:2: %%
1706603282.481806 args_parse_flags: next --
1706603282.481808 args_parse: flags end at 2 of 3
1706603282.481810 args_parse: 2 = %% (type STRING)
1706603282.481812 cmd_parse_build_commands: rename-window "%%"
1706603282.481813 args_parse_flags: next -I#W
1706603282.481815 args_parse_flag_argument: -I = #W
1706603282.481817 args_parse: flags end at 2 of 3
1706603282.481820 args_parse: 2 = rename-window "%%" (type COMMANDS)
1706603282.481823 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1706603282.481825 args_parse_flags: next -N
1706603282.481826 args_parse_flag_argument: -N = Rename current window
1706603282.481827 args_parse_flags: next ,
1706603282.481829 args_parse: flags end at 3 of 5
1706603282.481831 args_parse: 3 = , (type STRING)
1706603282.481834 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1706603282.481839 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1706603282.481842 cmdq_get_command: [bind-key/0xaaab51e45d10] group 114
1706603282.481844 cmdq_append <global>: [bind-key/0xaaab51e45d10]
1706603282.481846 yylex_token: end at WS
1706603282.481847 yylex_token: bind
1706603282.481848 yylex_token: end at WS
1706603282.481850 yylex_token: -N
1706603282.481852 yylex_token: end at WS
1706603282.481854 yylex_token: Delete the most recent paste buffer
1706603282.481855 yylex_token: end at WS
1706603282.481857 yylex_token: -
1706603282.481859 yylex_token: end at WS
1706603282.481860 yylex_token: delete-buffer
1706603282.481862 cmd_parse_build_commands 0:0: bind
1706603282.481864 cmd_parse_build_commands 0:1: -N
1706603282.481866 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1706603282.481867 cmd_parse_build_commands 0:3: -
1706603282.481869 cmd_parse_build_commands 0:4 0:0: delete-buffer
1706603282.481871 cmd_parse_build_commands 0:0: delete-buffer
1706603282.481874 args_parse: flags end at 1 of 1
1706603282.481875 cmd_parse_build_commands: delete-buffer
1706603282.481877 args_parse_flags: next -N
1706603282.481879 args_parse_flag_argument: -N = Delete the most recent paste buffer
1706603282.481880 args_parse_flags: next -
1706603282.481882 args_parse: flags end at 3 of 5
1706603282.481883 args_parse: 3 = - (type STRING)
1706603282.481884 args_parse: 4 = delete-buffer (type COMMANDS)
1706603282.481889 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1706603282.481891 cmdq_get_command: [bind-key/0xaaab51e46560] group 126
1706603282.481893 cmdq_append <global>: [bind-key/0xaaab51e46560]
1706603282.481895 yylex_token: end at WS
1706603282.481896 yylex_token: bind
1706603282.481897 yylex_token: end at WS
1706603282.481899 yylex_token: -N
1706603282.481901 yylex_token: end at WS
1706603282.481902 yylex_token: Move the current window
1706603282.481904 yylex_token: end at WS
1706603282.481905 yylex_token: .
1706603282.481907 yylex_token: end at WS
1706603282.481909 yylex_token: command-prompt
1706603282.481910 yylex_token: end at WS
1706603282.481911 yylex_token: -T
1706603282.481912 yylex_token: end at WS
1706603282.481914 yylex_token: target
1706603282.481916 yylex_token: end at WS
1706603282.481917 yylex_token: move-window
1706603282.481918 yylex_token: end at WS
1706603282.481920 yylex_token: -t
1706603282.481922 yylex_token: end at WS
1706603282.481923 yylex_token: %%
1706603282.481925 cmd_parse_build_commands 0:0: bind
1706603282.481927 cmd_parse_build_commands 0:1: -N
1706603282.481929 cmd_parse_build_commands 0:2: Move the current window
1706603282.481931 cmd_parse_build_commands 0:3: .
1706603282.481932 cmd_parse_build_commands 0:4 0:0: command-prompt
1706603282.481935 cmd_parse_build_commands 0:4 0:1: -T
1706603282.481937 cmd_parse_build_commands 0:4 0:2: target
1706603282.481938 cmd_parse_build_commands 0:4 0:3 0:0: move-window
